sentence_id	token_id	token	surprisal
1	1	Buffeted	0.000000
1	2	by	9.864039
1	3	swirling	16.841249
1	4	winds	13.250776
1	5	,	4.689242
1	6	the	6.224175
1	7	little	12.987427
1	8	green	11.157084
1	9	biplane	16.946093
1	10	struggled	18.152060
1	11	northward	16.331835
1	12	between	10.029430
1	13	the	3.814308
1	14	mountains	11.227899
1	15	beyond	12.377072
1	16	Northfield	16.980553
1	17	Gulf	15.433862
1	18	.	3.655220
1	19	<eos>	0.072701
2	1	Wires	0.000000
2	2	whined	15.347206
2	3	as	8.985902
2	4	a	4.873511
2	5	cold	12.502224
2	6	November	16.309147
2	7	blast	13.331327
2	8	rocked	14.991147
2	9	the	3.853029
2	10	silver	13.859426
2	11	wings	14.048772
2	12	,	4.607591
2	13	but	6.709832
2	14	the	5.397114
2	15	engine	13.589443
2	16	roar	16.798790
2	17	was	8.629547
2	18	reassuring	14.323021
2	19	to	6.206863
2	20	the	3.790536
2	21	pilot	11.185746
2	22	bundled	16.917376
2	23	in	4.890724
2	24	the	3.764099
2	25	open	11.764348
2	26	cockpit	10.267243
2	27	.	1.826519
2	28	<eos>	0.030277
3	1	He	0.000000
3	2	peered	16.726049
3	3	ahead	6.667359
3	4	and	6.000943
3	5	grinned	17.184195
3	6	as	7.272980
3	7	the	5.348765
3	8	railroad	12.591729
3	9	tracks	13.920867
3	10	came	16.048933
3	11	into	6.172062
3	12	view	11.138480
3	13	again	8.238588
3	14	below	14.725053
3	15	.	7.562921
3	16	<eos>	0.064876
4	1	``	0.000000
4	2	Good	12.400219
4	3	old	17.142574
4	4	iron	16.291418
4	5	compass	17.363777
4	6	!	8.868561
4	7	''	0.282118
4	8	He	12.950101
4	9	thought	12.069795
4	10	.	7.706681
4	11	<eos>	0.074005
5	1	A	0.000000
5	2	plume	16.623777
5	3	of	2.444688
5	4	smoke	10.812593
5	5	rose	15.447066
5	6	from	6.174485
5	7	a	4.773428
5	8	Central	16.068499
5	9	Vermont	10.595996
5	10	locomotive	14.550071
5	11	which	14.311213
5	12	idled	13.019791
5	13	behind	11.765675
5	14	a	5.119397
5	15	string	10.325179
5	16	of	0.449272
5	17	gravel	14.231073
5	18	cars	10.656518
5	19	,	4.768056
5	20	and	5.098992
5	21	little	13.759908
5	22	figures	15.881658
5	23	that	7.125103
5	24	were	5.767773
5	25	workmen	17.686853
5	26	labored	15.459178
5	27	to	4.321033
5	28	set	11.321550
5	29	the	4.601265
5	30	ruptured	17.434755
5	31	roadbed	13.846339
5	32	to	9.156766
5	33	rights	17.396852
5	34	.	2.594095
5	35	<eos>	0.036217
6	1	The	0.000000
6	2	girders	17.485317
6	3	of	6.219104
6	4	a	6.534883
6	5	shattered	15.219719
6	6	Dog	15.938180
6	7	River	7.099883
6	8	bridge	13.901264
6	9	lay	14.556046
6	10	strewn	16.511879
6	11	for	7.696810
6	12	half	12.949676
6	13	a	4.935332
6	14	mile	6.220519
6	15	downstream	15.764702
6	16	.	1.826999
6	17	<eos>	0.052821
7	1	Vermont	0.000000
7	2	's	6.117467
7	3	main	8.867453
7	4	railroad	9.400411
7	5	line	13.079792
7	6	was	8.302050
7	7	prostrate	17.366758
7	8	.	2.883888
7	9	<eos>	0.049041
8	1	And	0.000000
8	2	in	7.785320
8	3	the	4.354781
8	4	dark	10.780164
8	5	days	10.326760
8	6	after	8.539644
8	7	the	4.124623
8	8	Great	14.861485
8	9	Flood	16.221781
8	10	of	9.299253
8	11	1927	16.450485
8	12	--	7.671620
8	13	the	5.123722
8	14	worst	9.274248
8	15	natural	15.636765
8	16	disaster	11.534384
8	17	in	3.883444
8	18	the	3.184760
8	19	state	7.167490
8	20	's	6.411267
8	21	history	6.933399
8	22	--	2.242951
8	23	the	5.387010
8	24	little	14.295371
8	25	plane	14.086070
8	26	was	5.703389
8	27	its	12.362891
8	28	sole	10.693481
8	29	replacement	11.904314
8	30	in	4.364455
8	31	carrying	14.139368
8	32	the	4.655727
8	33	United	12.339986
8	34	States	1.557332
8	35	mails	17.093849
8	36	.	4.582940
8	37	<eos>	0.057468
9	1	Rain	0.000000
9	2	of	8.498435
9	3	near	17.507215
9	4	cloudburst	11.180743
9	5	proportions	14.801116
9	6	had	12.009376
9	7	fallen	7.500179
9	8	for	8.569035
9	9	three	8.531766
9	10	full	14.818913
9	11	days	3.695075
9	12	and	5.340770
9	13	it	9.838633
9	14	was	3.727566
9	15	still	9.166602
9	16	raining	17.071964
9	17	on	3.499167
9	18	the	3.594275
9	19	morning	9.808344
9	20	of	6.310364
9	21	Friday	10.310028
9	22	,	4.216403
9	23	November	12.212771
9	24	4	9.546372
9	25	,	1.710161
9	26	1927	16.682432
9	27	,	1.638876
9	28	when	5.061737
9	29	officials	13.053036
9	30	of	6.137420
9	31	the	3.265730
9	32	Post	13.795570
9	33	Office	14.409428
9	34	Department	11.803676
9	35	's	9.128861
9	36	Railway	14.068069
9	37	Mail	11.628852
9	38	Service	6.792131
9	39	realized	12.219622
9	40	that	2.844834
9	41	their	7.900334
9	42	distribution	12.028224
