sentence_id	token_id	token	surprisal
1	1	If	0.000000
1	2	you	4.408195
1	3	were	4.954158
1	4	to	4.463563
1	5	journey	18.698980
1	6	to	4.064737
1	7	the	1.405522
1	8	North	9.114614
1	9	of	8.158761
1	10	England	6.000070
1	11	,	1.369245
1	12	you	3.503093
1	13	would	3.807203
1	14	come	7.495824
1	15	to	1.971524
1	16	a	3.119014
1	17	valley	13.709261
1	18	that	2.945083
1	19	is	3.007151
1	20	surrounded	14.539775
1	21	by	0.214330
1	22	moors	5.971176
1	23	as	7.081563
1	24	high	9.409143
1	25	as	0.109243
1	26	mountains	14.693964
1	27	.	2.023530
1	28	<eos>	0.261408
2	1	It	0.000000
2	2	is	2.764537
2	3	in	5.988400
2	4	this	7.383592
2	5	valley	13.607658
2	6	where	6.746243
2	7	you	4.953259
2	8	would	6.768260
2	9	find	7.283052
2	10	the	3.345796
2	11	city	10.269834
2	12	of	3.973711
2	13	Bradford	4.645060
2	14	,	1.508985
2	15	where	5.145450
2	16	once	12.051094
2	17	a	5.176570
2	18	thousand	11.763831
2	19	spinning	17.428738
2	20	jennies	7.736243
2	21	that	6.554144
2	22	hummed	6.765655
2	23	and	6.377448
2	24	clattered	3.279105
2	25	spun	16.925581
2	26	wool	11.389747
2	27	into	4.333301
2	28	money	12.661909
2	29	for	5.486031
2	30	the	2.180762
2	31	long-bearded	5.584054
2	32	mill	11.037897
2	33	owners	18.559229
2	34	.	0.520497
2	35	<eos>	0.016420
3	1	That	0.000000
3	2	all	11.603256
3	3	mill	17.277641
3	4	owners	10.957312
3	5	were	5.148058
3	6	generally	12.047588
3	7	busy	11.273582
3	8	as	8.049322
3	9	beavers	7.517509
3	10	and	3.104752
3	11	quite	17.620729
3	12	pleased	14.018850
3	13	with	2.178208
3	14	themselves	10.193612
3	15	for	8.291794
3	16	being	9.342483
3	17	so	8.070415
3	18	successful	7.359290
3	19	and	6.023259
3	20	well	11.409831
3	21	off	9.833233
3	22	was	11.525327
3	23	known	11.311645
3	24	to	5.113802
3	25	the	4.618027
3	26	residents	13.770026
3	27	of	3.948181
3	28	Bradford	5.914043
3	29	,	2.129555
3	30	and	3.862690
3	31	if	7.695485
3	32	you	5.318614
3	33	were	2.434020
3	34	to	5.144927
3	35	go	5.070932
3	36	into	4.956647
3	37	the	1.739244
3	38	city	7.715352
3	39	to	5.471840
3	40	visit	11.271885
3	41	the	1.756179
3	42	stately	10.623401
3	43	City	13.263910
3	44	Hall	11.849483
3	45	,	3.308923
3	46	you	7.895967
3	47	would	4.854132
3	48	see	6.061922
3	49	there	8.351123
3	50	the	7.483389
3	51	Crest	19.772570
3	52	of	6.441704
3	53	the	2.560903
3	54	City	7.564979
3	55	of	5.590007
3	56	Bradford	4.355989
3	57	,	1.734214
3	58	which	4.768530
3	59	those	13.427651
3	60	same	10.855622
3	61	mill	16.784729
3	62	owners	13.041038
3	63	created	12.819072
3	64	to	3.835337
3	65	celebrate	11.992007
3	66	their	4.756286
3	67	achievements	12.871322
3	68	.	0.092062
3	69	<eos>	0.013062
4	1	It	0.000000
4	2	shows	9.968951
4	3	a	3.425972
4	4	sinister	8.463822
4	5	looking	14.206524
4	6	boar	9.648882
4	7	's	9.525549
4	8	head	12.948587
4	9	sitting	15.786039
4	10	on	1.720821
4	11	top	12.457082
4	12	of	2.962789
4	13	a	4.476224
4	14	well	15.239553
4	15	which	14.262806
4	16	seems	9.041926
4	17	puzzling	16.920853
4	18	at	5.150971
4	19	first	10.179676
4	20	,	3.497475
4	21	but	3.454461
4	22	the	3.302122
4	23	reason	8.996201
4	24	for	1.896827
4	25	this	5.837886
4	26	symbol	14.318493
4	27	is	1.363894
4	28	a	3.754652
4	29	matter	7.302548
4	30	of	0.379153
4	31	legend	14.900206
4	32	.	0.235979
4	33	<eos>	0.077791
5	1	There	0.000000
5	2	was	3.550176
5	3	once	12.631287
5	4	,	6.761955
5	5	legend	19.210314
5	6	has	11.050394
5	7	it	8.474929
5	8	,	3.556274
5	9	a	5.688047
5	10	fearsome	3.688139
5	11	boar	5.016338
5	12	,	2.332430
5	13	which	7.695416
5	14	lived	12.227863
5	15	in	0.990048
5	16	a	4.863082
5	17	wood	9.025147
5	18	located	15.420556
5	19	just	10.912552
5	20	outside	8.392542
5	21	the	0.926622
5	22	manor	8.675792
5	23	of	4.079291
5	24	Bradford	3.792019
5	25	.	2.159158
5	26	<eos>	0.069173
6	1	A	0.000000
6	2	source	10.533952
6	3	of	0.924968
6	4	great	12.427509
6	5	trouble	11.327279
6	6	to	5.465778
6	7	the	4.518668
6	8	local	10.642248
6	9	folk	12.498040
6	10	the	13.086044
6	11	boar	4.230856
6	12	was	6.546847
6	13	,	6.925856
6	14	bringing	13.713552
6	15	terror	16.653463
6	16	to	4.591429
6	17	the	2.758910
6	18	peaceful	17.574636
6	19	flocks	5.715041
6	20	and	3.595332
6	21	ravaging	5.535240
6	22	the	2.147385
6	23	countryside	14.122365
6	24	around	10.434266
6	25	.	6.067808
6	26	<eos>	0.018781
7	1	Even	0.000000
7	2	worse	12.186796
7	3	,	2.208446
7	4	however	7.903223
7	5	,	0.106797
7	6	the	2.253309
7	7	boar	7.221461
7	8	most	12.414573
7	9	liked	14.080891
7	10	to	2.513961
7	11	go	5.793500
7	12	to	3.215803
7	13	the	1.411778
7	14	well	13.180280
7	15	that	8.455036
7	16	was	5.981781
7	17	in	5.382136
7	18	the	1.470935
7	19	wood	14.004519
7	20	and	3.825044
7	21	drink	12.419108
7	22	its	9.618741
7	23	fresh	11.920720
7	24	water	4.697695
7	25	,	3.187255
7	26	so	6.185037
7	27	that	5.396390
7	28	the	2.239037
7	29	people	7.482958
7	30	of	6.829527
7	31	Bradford	6.755994
7	32	had	4.796113
7	33	second	14.080533
7	34	thoughts	3.808387
7	35	about	1.669088
7	36	visiting	15.174039
7	37	the	2.665892
7	38	well	13.195477
7	39	.	1.122141
7	40	<eos>	0.051636
8	1	That	0.000000
8	2	the	6.990765
8	3	people	10.030354
8	4	of	5.647012
8	5	Bradford	7.238533
8	6	bore	7.816863
8	7	the	5.864502
8	8	brunt	14.573770
8	9	of	0.043667
8	10	the	0.709958
8	11	beast	5.194114
8	12	's	4.664409
8	13	ferocity	7.928796
8	14	was	8.238370
8	15	unfair	13.059151
8	16	in	6.183380
8	17	the	1.196197
8	18	eyes	8.845321
8	19	of	0.197823
8	20	the	1.884313
8	21	people	6.491262
8	22	of	5.483404
8	23	the	1.382340
8	24	region	7.455103
8	25	.	0.315207
8	26	<eos>	0.045990
9	1	Eventually	0.000000
9	2	,	0.683138
9	3	the	2.142455
9	4	issue	9.164285
9	5	reached	12.531247
9	6	the	2.899648
9	7	ears	15.821457
9	8	of	5.218961
9	9	the	1.845119
9	10	kindly	12.079251
9	11	Lord	17.661467
9	12	of	7.547585
9	13	the	1.932379
9	14	Manor	5.088163
9	15	who	8.668615
9	16	the	10.062288
9	17	people	9.864201
9	18	had	4.425166
9	19	often	11.025413
9	20	asked	7.714954
9	21	for	4.378442
9	22	help	10.905920
9	23	.	1.474669
9	24	<eos>	0.027415
10	1	The	0.000000
10	2	Lord	14.806689
10	3	saw	13.346085
10	4	the	2.344308
10	5	severity	9.285408
10	6	of	0.820345
10	7	the	1.649301
10	8	problem	7.282712
10	9	the	7.999583
10	10	people	9.428433
10	11	faced	11.893610
10	12	and	6.138604
10	13	suggested	10.678980
10	14	a	5.881562
10	15	contest	10.690005
10	16	could	8.906441
10	17	solve	12.072336
10	18	the	0.983988
10	19	problem	4.202745
10	20	.	1.001089
10	21	<eos>	0.582099
11	1	He	0.000000
11	2	said	3.824367
11	3	that	3.396412
11	4	whoever	13.614034
11	5	could	10.413040
11	6	kill	12.410510
11	7	the	1.684871
11	8	boar	6.222805
11	9	and	4.408357
11	10	bring	8.245455
11	11	as	8.779863
11	12	proof	14.758503
11	13	its	11.987221
11	14	head	10.499095
11	15	to	5.447825
11	16	the	1.616066
11	17	Manor	7.704214
11	18	House	9.090020
11	19	would	10.841615
11	20	be	3.022689
11	21	rewarded	14.165019
11	22	with	4.380573
11	23	land	13.728271
11	24	and	4.014690
11	25	fame	17.250210
11	26	.	0.784314
11	27	<eos>	0.045120
12	1	It	0.000000
12	2	was	3.593941
12	3	the	3.709988
12	4	people	12.943070
12	5	of	4.669039
12	6	Bradford	7.374482
12	7	and	4.237249
12	8	the	3.383964
12	9	people	8.038045
12	10	who	2.176899
12	11	knew	8.553736
12	12	them	7.988544
12	13	who	7.263883
12	14	rejoiced	6.624170
12	15	at	7.194530
