sentence_id	token_id	token	surprisal
1	1	If	0.000000
1	2	you	4.888989
1	3	were	4.854010
1	4	to	5.056897
1	5	journey	18.929195
1	6	to	3.016079
1	7	the	1.563040
1	8	North	9.826982
1	9	of	7.215386
1	10	England	8.658283
1	11	,	1.209385
1	12	you	3.267555
1	13	would	2.844295
1	14	come	7.322632
1	15	to	2.110958
1	16	a	3.764845
1	17	valley	14.380431
1	18	that	3.851920
1	19	is	3.666509
1	20	surrounded	13.235039
1	21	by	0.407452
1	22	moors	18.723093
1	23	as	9.812814
1	24	high	8.952319
1	25	as	0.865408
1	26	mountains	13.533697
1	27	.	3.785725
1	28	<eos>	0.073688
2	1	It	0.000000
2	2	is	2.676799
2	3	in	6.444018
2	4	this	7.432152
2	5	valley	14.049776
2	6	where	5.676899
2	7	you	6.220872
2	8	would	7.315670
2	9	find	6.641739
2	10	the	3.292964
2	11	city	8.716317
2	12	of	4.844943
2	13	Bradford	16.973171
2	14	,	2.075613
2	15	where	4.763719
2	16	once	11.702240
2	17	a	4.194592
2	18	thousand	9.656676
2	19	spinning	18.612347
2	20	jennies	7.089170
2	21	that	7.403479
2	22	hummed	9.162788
2	23	and	5.847126
2	24	clattered	4.681982
2	25	spun	17.130840
2	26	wool	17.422354
2	27	into	4.756611
2	28	money	11.634450
2	29	for	4.841167
2	30	the	2.562702
2	31	long-bearded	6.330400
2	32	mill	11.628380
2	33	owners	15.284466
2	34	.	2.876071
2	35	<eos>	0.077777
3	1	That	0.000000
3	2	all	11.848479
3	3	mill	17.777355
3	4	owners	7.170025
3	5	were	5.272834
3	6	generally	10.424938
3	7	busy	10.862241
3	8	as	7.518482
3	9	beavers	9.800652
3	10	and	3.725324
3	11	quite	14.712717
3	12	pleased	12.741725
3	13	with	2.098796
3	14	themselves	10.086044
3	15	for	8.029693
3	16	being	9.372715
3	17	so	8.468201
3	18	successful	6.377071
3	19	and	5.667628
3	20	well	10.673725
3	21	off	8.962525
3	22	was	11.395068
3	23	known	10.520000
3	24	to	3.263689
3	25	the	5.632906
3	26	residents	12.965084
3	27	of	1.296734
3	28	Bradford	17.094242
3	29	,	2.186754
3	30	and	5.197250
3	31	if	8.848246
3	32	you	5.933680
3	33	were	2.890090
3	34	to	5.141836
3	35	go	5.772046
3	36	into	4.473173
3	37	the	2.031795
3	38	city	7.743590
3	39	to	4.479136
3	40	visit	10.819829
3	41	the	2.009455
3	42	stately	18.919699
3	43	City	13.141863
3	44	Hall	11.310420
3	45	,	1.547860
3	46	you	4.198512
3	47	would	2.719313
3	48	see	5.706141
3	49	there	7.947497
3	50	the	7.792098
3	51	Crest	17.789408
3	52	of	9.169685
3	53	the	3.157764
3	54	City	10.243267
3	55	of	4.446473
3	56	Bradford	16.115599
3	57	,	1.616250
3	58	which	4.519887
3	59	those	13.741579
3	60	same	11.345968
3	61	mill	16.759649
3	62	owners	8.269122
3	63	created	10.754099
3	64	to	3.686708
3	65	celebrate	11.596544
3	66	their	5.538009
3	67	achievements	12.552681
3	68	.	0.596082
3	69	<eos>	0.016997
4	1	It	0.000000
4	2	shows	9.667519
4	3	a	2.892865
4	4	sinister	16.086933
4	5	looking	14.703163
4	6	boar	10.683349
4	7	's	8.601688
4	8	head	9.977185
4	9	sitting	14.659540
4	10	on	2.107668
4	11	top	11.683499
4	12	of	1.468192
4	13	a	3.567552
4	14	well	13.837586
4	15	which	14.489560
4	16	seems	8.002351
4	17	puzzling	14.596349
4	18	at	6.640597
4	19	first	8.773026
4	20	,	2.740442
4	21	but	3.319970
4	22	the	3.193262
4	23	reason	9.656605
4	24	for	2.732936
4	25	this	5.198116
4	26	symbol	14.155939
4	27	is	1.164361
4	28	a	4.502998
4	29	matter	7.719375
4	30	of	0.563787
4	31	legend	14.772216
4	32	.	0.840010
4	33	<eos>	0.047035
5	1	There	0.000000
5	2	was	3.585546
5	3	once	13.500769
5	4	,	7.757419
5	5	legend	18.664816
5	6	has	11.461105
5	7	it	10.233786
5	8	,	3.349403
5	9	a	4.931571
5	10	fearsome	17.049019
5	11	boar	4.656818
5	12	,	2.994635
5	13	which	6.039925
5	14	lived	11.937445
5	15	in	1.295767
5	16	a	3.830601
5	17	wood	11.968541
5	18	located	14.451888
5	19	just	9.647557
5	20	outside	8.544234
5	21	the	0.839493
5	22	manor	18.979637
5	23	of	0.157610
5	24	Bradford	18.757074
5	25	.	1.180214
5	26	<eos>	0.035871
6	1	A	0.000000
6	2	source	10.085660
6	3	of	2.466201
6	4	great	11.948535
6	5	trouble	8.753317
6	6	to	5.405293
6	7	the	3.826373
6	8	local	9.383986
6	9	folk	15.200627
6	10	the	10.209874
6	11	boar	7.353881
6	12	was	5.901825
6	13	,	6.002197
6	14	bringing	12.649682
6	15	terror	15.887884
6	16	to	2.152301
6	17	the	1.609225
6	18	peaceful	14.540277
6	19	flocks	18.203375
6	20	and	6.090874
6	21	ravaging	17.815836
6	22	the	2.091932
6	23	countryside	9.779539
6	24	around	10.173171
6	25	.	2.997038
6	26	<eos>	0.008687
7	1	Even	0.000000
7	2	worse	8.483418
7	3	,	1.085896
7	4	however	7.175068
7	5	,	0.039526
7	6	the	1.997551
7	7	boar	9.795245
7	8	most	11.678280
7	9	liked	15.366075
7	10	to	3.607968
7	11	go	6.583134
7	12	to	2.738752
7	13	the	1.667654
7	14	well	14.224634
7	15	that	7.586531
7	16	was	5.177671
7	17	in	5.325030
7	18	the	1.658964
7	19	wood	14.893847
7	20	and	3.895170
7	21	drink	9.109925
7	22	its	10.722466
7	23	fresh	13.119455
7	24	water	7.798654
7	25	,	3.195618
7	26	so	6.850835
7	27	that	4.038253
7	28	the	2.317450
7	29	people	7.898373
7	30	of	4.722890
